temperature,humidity,soil_moisture,rain/rain_probability,crop,crop_stage,yield,market_demand,price
28.2,71.7,53.8,10.7,Banana,Flowering,45749,26681,38.97
29.5,68.0,42.5,7.5,Coriander,Vegetative,1050,738,151.87
35.2,86.2,43.3,27.9,Tapioca,Maturity,21979,9324,23.68
32.3,59.6,36.0,23.5,Onion,Bulb Development,7378,8846,26.68
34.6,74.8,53.3,11.9,Banana,Vegetative,28109,35646,17.87
40.2,81.5,37.6,22.4,Pumpkin,Maturity,25422,17441,23.64
34.2,80.4,59.5,17.7,Brinjal,Flowering,17683,8844,34.22
29.8,78.9,51.5,19.1,Coriander,Flowering,1063,1081,148.01
31.6,69.0,32.7,15.1,Potato,Maturity,12087,8870,34.36
32.3,63.5,40.6,15.1,Onion,Nursery,5400,3287,51.18
30.0,71.9,48.4,29.2,Tapioca,Root Initiation,17290,5247,27.83
39.0,63.5,32.9,0.0,Tapioca,Root Initiation,15167,8351,19.4
33.0,79.6,56.0,36.6,Pumpkin,Maturity,15540,11232,25.57
26.2,70.3,40.0,24.3,Tapioca,Maturity,27419,23931,24.94
32.2,85.3,50.9,28.9,Coriander,Leaf Expansion,1765,2235,113.58
30.0,70.8,57.9,11.1,Tapioca,Root Initiation,11004,8957,16.89
31.9,76.5,59.5,28.8,Cauliflower,Vegetative,8400,6934,45.28
32.9,69.1,36.6,25.1,Pumpkin,Flowering,15590,9636,31.13
27.5,74.4,58.0,3.0,Drumstick,Harvest,14808,11168,71.55
34.7,72.8,38.1,16.1,Bitter Gourd,Flowering,7893,7058,46.89
30.4,60.2,47.0,7.5,Pumpkin,Flowering,9600,8401,24.17
32.3,66.2,54.4,12.6,Bitter Gourd,Harvest,18690,25216,36.87
35.1,70.0,47.6,23.3,Pumpkin,Flowering,10870,11896,25.63
27.2,76.2,45.9,19.4,Chilli,Harvest,10757,10435,72.22
32.3,85.9,58.2,41.5,Drumstick,Pod Development,18837,13808,48.1
32.7,81.1,42.4,24.9,Drumstick,Harvest,19379,16821,64.99
31.2,75.0,57.0,4.7,Cauliflower,Curd Development,13537,6314,50.24
29.7,61.4,39.1,29.7,Chilli,Harvest,11066,9939,75.3
28.4,95.8,45.9,16.2,Tomato,Maturity,22846,9691,44.61
32.8,77.7,44.1,29.7,Onion,Maturity,9272,7402,32.6
27.7,65.0,43.2,20.5,Tapioca,Root Initiation,15717,24323,14.05
33.1,47.3,44.3,26.2,Brinjal,Harvest,33713,22210,43.39
30.0,62.4,44.2,24.2,Coriander,Vegetative,1155,390,153.94
35.3,67.3,43.1,1.1,Onion,Bulb Development,8769,7553,28.06
32.7,61.5,27.5,0.0,Coriander,Vegetative,1232,968,125.85
30.3,66.0,57.8,21.4,Bitter Gourd,Harvest,14990,18569,32.46
32.6,75.6,60.4,0.0,Potato,Vegetative,6374,5874,33.71
32.5,97.0,52.1,38.2,Pumpkin,Maturity,23535,13163,30.6
29.5,81.6,52.5,24.0,Coriander,Leaf Expansion,1145,850,128.67
31.9,71.5,44.2,23.0,Tapioca,Tuber Bulking,27237,19838,22.76
32.6,69.2,33.6,14.5,Pumpkin,Fruit Development,23301,12693,20.66
26.9,66.6,38.7,22.7,Potato,Maturity,12147,9524,31.87
35.1,79.8,45.2,3.3,Pumpkin,Fruit Development,18905,13905,20.05
31.1,74.5,48.6,0.0,Drumstick,Flowering,13234,10244,52.93
29.0,83.0,59.4,22.3,Potato,Vegetative,6144,4383,42.43
32.9,63.9,43.6,8.4,Cauliflower,Harvest,22660,13943,35.44
27.8,69.9,49.8,26.5,Tomato,Fruiting,19171,15071,49.6
36.9,82.6,50.0,18.0,Chilli,Flowering,3600,5408,45.12
32.9,70.7,53.2,46.1,Drumstick,Pod Development,20475,19574,56.36
34.2,72.4,47.6,0.0,Onion,Bulb Development,6125,3555,34.91
29.1,82.5,54.4,13.1,Tomato,Maturity,26822,12780,58.31
29.3,77.5,43.9,0.0,Tomato,Flowering,12443,8277,30.81
32.5,65.5,50.7,0.0,Onion,Vegetative,6182,6255,26.94
37.7,84.6,61.1,13.5,Tapioca,Root Initiation,10800,6827,22.42
33.9,85.2,45.0,13.9,Drumstick,Flowering,16282,11280,40.76
35.3,58.9,24.5,2.3,Potato,Vegetative,5700,3197,47.88
34.7,97.0,53.8,25.1,Potato,Vegetative,6671,5007,26.88
36.0,78.8,42.7,22.2,Banana,Maturity,77986,85605,32.62
30.7,63.9,38.5,14.5,Tomato,Flowering,18357,11550,43.18
33.6,60.4,41.8,22.2,Pumpkin,Vegetative,11530,6942,24.39
36.4,74.0,46.2,0.0,Chilli,Harvest,4215,3916,72.17
30.8,55.4,43.2,0.0,Pumpkin,Vegetative,11003,4315,32.1
31.0,89.4,59.0,28.7,Banana,Vegetative,31674,11923,41.5
34.1,64.8,35.7,15.9,Tomato,Maturity,24587,27644,30.26
35.1,75.4,52.0,0.0,Tomato,Vegetative,11400,7452,33.42
32.6,67.3,29.5,18.6,Drumstick,Vegetative,11075,6182,64.18
31.0,59.4,51.0,31.4,Coriander,Leaf Expansion,1575,1794,100.02
31.3,61.5,36.3,0.0,Drumstick,Vegetative,13058,12525,42.84
30.9,78.8,48.6,26.1,Cauliflower,Vegetative,8400,8115,50.6
34.2,63.1,46.7,0.0,Coriander,Seed Maturity,1953,1915,96.71
29.6,69.6,44.0,6.6,Potato,Vegetative,5700,2885,42.45
35.4,61.1,54.5,0.0,Bitter Gourd,Flowering,10032,5998,52.47
31.9,79.8,41.1,6.7,Potato,Vegetative,5700,3306,36.22
28.2,85.1,55.6,8.5,Tapioca,Root Initiation,11464,4307,24.65
28.8,54.0,41.4,15.6,Tapioca,Tuber Bulking,28023,24656,14.06
31.6,81.9,42.7,26.3,Pumpkin,Maturity,19191,12304,24.02
34.0,78.1,37.0,9.8,Chilli,Seedling,3600,1226,89.15
30.7,77.5,49.2,32.6,Bitter Gourd,Harvest,14869,9365,61.34
32.6,79.3,49.6,23.6,Banana,Bunch Development,43904,27120,33.56
36.4,71.9,29.3,10.6,Tomato,Fruiting,24267,20781,22.94
35.7,58.7,48.5,14.3,Coriander,Flowering,1606,1633,105.64
31.7,61.6,43.5,26.3,Banana,Vegetative,40367,28470,38.57
28.4,71.1,43.7,0.0,Onion,Bulb Enlargement,5857,3316,40.43
28.5,88.9,59.9,14.8,Onion,Nursery,5400,1830,42.26
34.9,71.6,35.7,0.0,Banana,Maturity,73036,36475,37.51
32.9,71.7,47.5,21.7,Onion,Bulb Development,5745,4801,35.28
33.5,85.7,35.0,25.5,Tapioca,Vegetative,19196,24663,14.13
30.3,64.1,54.9,18.5,Chilli,Flowering,5710,3192,83.8
35.6,58.8,47.9,11.4,Onion,Bulb Enlargement,7063,10024,22.93
27.0,69.9,56.6,6.3,Onion,Bulb Development,8267,6027,29.66
35.1,67.7,39.7,44.5,Coriander,Seed Maturity,1119,667,110.75
28.9,77.3,60.5,20.2,Onion,Nursery,5400,2663,47.67
31.3,67.4,36.5,11.7,Brinjal,Harvest,25097,13295,50.01
33.9,76.1,60.9,7.0,Pumpkin,Vegetative,11396,14658,17.67
32.7,78.5,54.4,0.0,Banana,Bunch Development,53820,59624,25.93
30.2,85.9,64.3,22.5,Onion,Nursery,5400,3427,38.81
35.7,65.0,36.3,3.8,Banana,Maturity,58819,43380,29.91
31.7,81.3,48.5,25.7,Pumpkin,Fruit Development,24589,28919,15.03
36.7,64.7,44.6,12.4,Coriander,Vegetative,1050,779,143.84
32.2,75.2,65.0,16.1,Chilli,Harvest,8250,6973,59.79
32.1,59.0,34.2,6.1,Bitter Gourd,Fruiting,20567,12073,37.3
33.7,72.6,47.2,9.1,Bitter Gourd,Fruiting,12333,6187,57.87
34.8,67.4,40.1,14.5,Onion,Maturity,6031,4877,31.07
30.9,70.1,44.1,9.9,Onion,Maturity,11434,8068,34.18
28.6,54.6,36.8,0.0,Potato,Vegetative,6350,8262,25.54
30.6,73.1,38.8,17.9,Potato,Maturity,12521,12664,22.5
29.9,74.1,53.8,0.0,Tomato,Flowering,18884,26261,24.77
30.2,72.6,36.8,0.0,Coriander,Vegetative,1050,869,139.83
35.0,81.2,53.3,7.8,Bitter Gourd,Vegetative,7200,4218,54.58
30.3,64.7,38.2,3.8,Tapioca,Vegetative,18654,12155,22.75
32.5,70.3,38.3,31.2,Banana,Maturity,62371,21697,48.86
37.7,78.8,49.7,13.3,Potato,Maturity,12264,4578,43.32
27.2,52.4,47.6,6.2,Bitter Gourd,Fruiting,19313,9769,69.54
30.8,64.4,39.4,0.0,Tapioca,Vegetative,10800,12412,18.22
34.1,61.9,38.1,14.8,Tapioca,Tuber Bulking,24708,17723,22.66
32.8,84.0,41.1,33.8,Coriander,Seed Maturity,2271,1034,119.75
28.2,84.5,61.0,31.1,Chilli,Harvest,6745,5696,55.63
33.4,54.6,32.8,19.1,Chilli,Seedling,3728,2792,58.05
35.5,80.2,53.5,0.0,Drumstick,Pod Development,15857,17497,42.79
30.9,62.5,44.1,2.4,Brinjal,Seedling,12600,9399,34.2
31.7,72.5,54.5,24.8,Drumstick,Flowering,14128,13735,41.29
31.4,72.4,52.0,0.0,Brinjal,Flowering,23728,32089,37.35
30.2,71.2,57.6,17.9,Onion,Bulb Enlargement,7379,7269,37.47
34.4,69.6,56.5,16.8,Tomato,Maturity,19485,15863,33.68
30.6,75.4,41.3,0.0,Bitter Gourd,Vegetative,7597,2828,64.52
32.5,59.9,47.5,0.0,Drumstick,Harvest,19764,8986,63.79
33.0,60.0,38.9,21.2,Coriander,Vegetative,1050,837,100.31
39.2,72.8,53.4,9.8,Chilli,Flowering,4050,2193,64.99
32.3,81.7,58.0,17.5,Cauliflower,Curd Initiation,12236,6755,40.14
28.2,58.1,33.5,8.5,Chilli,Seedling,5545,4202,70.01
40.3,85.9,52.6,25.9,Potato,Tuber Initiation,9199,8651,20.98
29.0,70.0,53.1,6.0,Tapioca,Vegetative,10913,7234,23.56
31.0,64.9,35.8,0.0,Potato,Tuber Initiation,8712,5999,33.68
32.9,83.1,42.0,26.2,Potato,Tuber Bulking,12864,8697,25.66
33.5,67.6,39.4,8.8,Tomato,Seedling,11400,11771,31.69
32.8,65.5,38.2,2.0,Bitter Gourd,Fruiting,15107,6627,54.74
34.7,70.8,47.5,6.1,Brinjal,Harvest,28252,21090,40.45
31.6,77.3,48.1,23.1,Cauliflower,Seedling,8400,5694,43.5
33.4,74.5,38.1,14.2,Banana,Vegetative,42562,40438,22.64
32.1,75.8,44.3,7.0,Cauliflower,Curd Development,14168,7082,47.38
30.7,76.4,46.4,28.9,Cauliflower,Seedling,8400,5029,38.28
26.6,79.0,49.0,22.2,Tapioca,Tuber Bulking,17681,8184,25.56
28.0,82.4,62.7,0.3,Potato,Vegetative,6334,3834,52.84
33.4,64.6,37.2,26.0,Bitter Gourd,Flowering,11968,11119,41.76
30.4,78.1,41.4,11.3,Banana,Flowering,44149,22999,62.6
32.3,76.0,58.5,33.5,Tomato,Vegetative,11400,7295,45.47
31.4,77.2,34.8,29.7,Brinjal,Fruiting,38892,17764,52.0
31.0,77.8,38.4,19.8,Pumpkin,Maturity,12838,5740,23.76
35.7,75.8,37.5,26.7,Tomato,Fruiting,26466,26502,38.64
29.9,64.8,42.5,0.2,Banana,Bunch Development,69686,58086,34.5
35.4,89.9,31.9,3.7,Coriander,Flowering,1050,788,123.51
27.8,76.8,58.6,23.5,Tapioca,Tuber Bulking,19683,12594,22.0
30.5,78.7,51.2,0.0,Pumpkin,Vegetative,10567,9733,24.88
29.1,76.9,45.3,10.6,Onion,Vegetative,5400,3137,32.09
34.3,62.8,36.0,0.0,Potato,Vegetative,6530,3992,28.95
29.0,73.2,58.1,26.1,Tapioca,Vegetative,17832,8615,28.87
35.3,72.5,38.4,12.9,Drumstick,Harvest,22507,18208,50.03
30.5,65.4,35.8,21.6,Cauliflower,Curd Development,19256,16781,33.63
34.9,61.9,47.7,31.4,Potato,Tuber Initiation,11754,15397,21.92
34.1,70.3,40.6,9.2,Pumpkin,Fruit Development,15940,10320,27.2
34.3,80.2,39.3,12.4,Tomato,Seedling,11400,10606,30.07
30.1,63.4,53.3,18.8,Cauliflower,Vegetative,9312,7802,35.39
31.1,83.2,45.0,20.9,Tomato,Maturity,26730,18653,31.44
32.2,79.5,26.0,19.0,Drumstick,Vegetative,9886,7599,49.78
31.6,63.6,42.9,21.4,Pumpkin,Flowering,15585,19220,19.4
33.3,85.8,46.8,14.1,Chilli,Fruiting,8467,4514,57.02
34.2,77.3,51.0,36.4,Brinjal,Vegetative,18583,13097,42.2
31.3,66.4,24.1,6.6,Pumpkin,Maturity,19671,14018,28.02
26.8,65.4,33.1,36.0,Tomato,Flowering,23402,10552,38.25
38.8,66.1,37.2,22.4,Tomato,Vegetative,11400,7959,41.84
37.6,85.4,54.9,43.2,Bitter Gourd,Vegetative,7200,4412,55.34
32.5,64.1,39.9,19.5,Chilli,Seedling,3600,2955,69.01
32.3,55.4,26.8,14.5,Tapioca,Maturity,15075,15667,15.33
27.7,76.6,47.9,30.0,Tapioca,Vegetative,13205,6326,25.88
28.2,72.0,60.5,39.6,Chilli,Fruiting,8500,6805,90.59
34.1,70.5,49.4,27.8,Bitter Gourd,Fruiting,10861,8335,50.86
29.5,62.1,46.4,24.7,Brinjal,Seedling,12600,8337,42.14
33.1,95.8,65.0,39.0,Brinjal,Harvest,16480,7402,43.51
35.4,50.3,25.6,1.0,Drumstick,Flowering,8613,6109,37.98
27.2,88.2,65.0,38.9,Bitter Gourd,Vegetative,10210,5018,69.83
28.1,69.6,52.1,11.2,Tomato,Fruiting,20523,11730,49.31
36.2,70.0,38.4,47.5,Onion,Nursery,5400,5567,37.13
30.8,60.1,42.7,20.3,Pumpkin,Fruit Development,21022,17240,22.76
33.4,71.2,47.8,0.0,Brinjal,Harvest,28579,15138,46.17
29.4,84.5,60.8,6.9,Cauliflower,Seedling,9501,7662,51.12
30.2,68.0,39.8,19.4,Bitter Gourd,Harvest,22717,12209,70.45
34.5,93.9,55.7,6.1,Tomato,Maturity,19442,16019,33.88
30.6,61.0,58.0,20.9,Bitter Gourd,Vegetative,8738,10843,46.39
31.1,75.7,50.1,47.8,Brinjal,Vegetative,13259,8799,61.59
32.0,69.9,56.7,28.3,Drumstick,Vegetative,8400,4686,62.88
33.5,52.7,38.7,0.0,Potato,Maturity,11906,8357,21.65
30.0,77.2,37.7,6.3,Pumpkin,Maturity,16964,17755,19.64
28.2,55.7,58.8,2.8,Coriander,Leaf Expansion,1342,1042,152.81
33.0,67.4,45.8,18.9,Onion,Maturity,10880,6365,38.81
28.4,69.6,48.1,30.8,Cauliflower,Curd Initiation,10041,6768,37.45
31.0,57.7,26.6,11.8,Bitter Gourd,Fruiting,17466,20819,30.29
39.7,66.5,33.3,9.4,Pumpkin,Maturity,19008,8369,25.02
32.7,59.0,47.7,28.3,Onion,Maturity,7341,4414,38.24
35.3,90.5,53.9,24.0,Brinjal,Harvest,23732,17162,52.97
32.1,67.5,43.6,0.0,Onion,Bulb Enlargement,5400,3992,42.04
30.7,68.2,46.4,15.9,Brinjal,Harvest,32705,28231,49.0
25.8,73.1,43.0,39.6,Brinjal,Harvest,31059,23650,33.71
28.7,54.3,23.6,1.7,Banana,Maturity,71636,51360,35.02
30.8,76.7,57.3,39.3,Onion,Bulb Enlargement,12297,8101,43.69
29.3,64.4,45.8,2.9,Potato,Maturity,10137,6927,41.82
29.7,75.7,48.6,11.1,Banana,Maturity,69590,86138,23.74
32.4,72.6,51.0,15.1,Cauliflower,Seedling,8400,2843,61.26
37.0,72.8,30.0,0.0,Potato,Tuber Bulking,9335,6149,27.72
31.1,79.9,49.8,0.0,Onion,Bulb Development,5826,4171,33.75
34.4,71.6,36.5,7.9,Brinjal,Fruiting,33697,15096,45.45
35.0,80.8,60.6,17.2,Banana,Vegetative,27000,17386,35.32
32.4,55.3,41.1,15.0,Coriander,Leaf Expansion,1050,650,141.03
32.6,77.3,65.0,37.5,Tomato,Maturity,22556,30445,34.57
31.8,59.1,50.8,0.0,Bitter Gourd,Fruiting,11624,10177,62.08
29.5,71.1,53.6,18.0,Tomato,Seedling,11400,3507,61.45
28.0,68.5,43.6,15.8,Drumstick,Pod Development,22371,15931,45.62
36.2,70.0,27.6,8.4,Potato,Tuber Bulking,10317,4825,45.81
32.0,75.7,40.0,11.9,Potato,Tuber Initiation,6266,5324,27.46
35.7,62.3,54.7,11.9,Onion,Bulb Development,6161,4425,44.51
32.2,67.4,46.6,7.8,Pumpkin,Fruit Development,15343,11819,25.0
28.2,63.4,33.7,18.8,Tapioca,Maturity,23498,17476,24.26
32.9,69.8,33.2,29.7,Drumstick,Harvest,26309,31089,44.17
32.8,69.7,46.8,0.9,Pumpkin,Maturity,24822,12295,30.67
32.8,69.6,41.1,8.7,Drumstick,Vegetative,10454,6838,50.5
31.5,51.9,46.8,0.0,Brinjal,Fruiting,30078,24581,38.55
30.5,73.7,42.4,10.8,Onion,Bulb Development,7955,5344,35.88
32.7,67.5,45.8,20.4,Cauliflower,Curd Development,17785,14378,42.04
33.2,82.2,52.5,33.6,Banana,Flowering,37580,16904,42.17
31.9,73.6,38.9,26.9,Potato,Maturity,10522,8431,27.63
27.0,71.8,57.9,10.2,Pumpkin,Maturity,11511,6897,29.63
32.4,67.2,51.0,41.0,Pumpkin,Flowering,11392,12190,22.51
31.7,61.7,37.6,0.0,Chilli,Harvest,9524,8161,49.16
29.2,54.7,37.0,8.8,Bitter Gourd,Harvest,17906,7390,51.96
35.1,71.6,40.4,28.2,Cauliflower,Seedling,8400,7436,35.56
35.3,78.9,35.7,37.0,Potato,Vegetative,5700,6058,33.8
33.1,80.4,60.0,37.3,Banana,Bunch Development,53019,48258,34.95
31.4,67.6,40.2,0.0,Coriander,Seed Maturity,1845,2079,101.77
30.1,56.4,46.5,24.7,Bitter Gourd,Harvest,13574,7878,51.87
31.3,84.9,45.2,22.2,Tomato,Fruiting,27237,10131,54.88
32.8,70.5,35.0,20.4,Cauliflower,Seedling,8400,4512,45.87
31.7,55.5,24.8,16.9,Pumpkin,Vegetative,13725,4823,37.94
30.4,71.3,35.9,13.5,Tomato,Flowering,18046,8628,48.57
32.6,69.5,52.4,1.5,Potato,Tuber Initiation,6903,3988,31.11
36.4,65.0,45.1,0.0,Coriander,Flowering,1682,1439,117.96
38.1,69.4,38.5,24.3,Banana,Vegetative,28581,14030,31.36
34.2,61.6,39.4,12.5,Chilli,Vegetative,3600,3254,82.6
30.1,68.0,51.1,5.5,Potato,Tuber Bulking,9564,11264,21.58
32.8,74.6,58.4,38.5,Chilli,Flowering,6482,6742,63.14
32.1,74.0,56.8,28.0,Cauliflower,Seedling,8589,5409,40.83
32.1,68.0,34.2,39.6,Potato,Tuber Initiation,8369,3720,33.37
32.2,62.7,40.3,10.4,Tomato,Flowering,17223,11407,50.02
30.9,73.3,57.3,0.0,Bitter Gourd,Flowering,8118,6623,60.43
31.0,60.3,34.2,9.7,Tapioca,Root Initiation,13141,8398,18.15
33.7,66.1,45.5,0.0,Cauliflower,Vegetative,9615,6041,59.73
31.4,70.9,43.7,23.8,Banana,Flowering,64799,50556,32.46
29.4,72.6,51.8,21.9,Drumstick,Harvest,10559,2691,87.45
35.5,59.1,26.4,4.4,Banana,Vegetative,27000,19302,28.01
38.4,73.7,35.0,44.4,Bitter Gourd,Vegetative,9187,12205,38.56
27.8,65.8,45.8,12.3,Onion,Nursery,5400,2637,34.8
28.6,76.0,42.4,0.0,Chilli,Seedling,4773,4137,57.44
29.1,78.1,47.1,14.1,Tomato,Fruiting,23306,13331,42.8
33.2,73.9,50.7,36.7,Brinjal,Fruiting,24984,14196,58.62
32.1,91.6,63.0,15.8,Bitter Gourd,Vegetative,7200,5427,41.07
31.8,77.9,51.6,9.2,Brinjal,Harvest,21372,12536,49.04
36.8,55.2,46.8,0.0,Brinjal,Vegetative,12600,12400,29.03
35.2,58.0,30.7,24.2,Tomato,Vegetative,11400,6901,46.07
28.1,59.1,54.8,0.0,Banana,Bunch Development,51561,18243,46.8
29.2,65.2,45.4,0.0,Pumpkin,Vegetative,11810,5009,33.24
29.1,57.5,41.6,34.4,Tapioca,Maturity,26207,13160,31.8
35.3,75.2,53.7,16.2,Coriander,Vegetative,1050,955,125.58
32.2,88.7,42.4,14.3,Tapioca,Maturity,26938,23264,17.14
35.2,58.8,38.7,26.1,Drumstick,Flowering,16794,11165,58.72
28.7,65.8,55.4,19.7,Bitter Gourd,Vegetative,7694,8333,39.77
32.8,81.2,49.3,48.2,Bitter Gourd,Vegetative,10582,12048,42.18
30.9,60.4,34.7,22.8,Onion,Bulb Development,7053,7680,34.97
35.4,81.1,46.9,8.7,Chilli,Vegetative,3600,3307,62.85
30.5,73.5,57.6,14.7,Tomato,Fruiting,18741,9808,38.69
31.8,65.8,36.5,26.1,Tapioca,Vegetative,24106,12476,29.11
30.7,69.9,37.9,7.8,Chilli,Harvest,7443,4718,81.01
30.5,76.5,60.0,35.8,Tapioca,Root Initiation,14284,11996,26.94
31.7,58.5,42.7,14.3,Coriander,Seed Maturity,2286,2441,94.63
32.8,84.4,53.6,6.9,Onion,Vegetative,5744,3275,31.01
35.7,62.9,30.3,2.4,Drumstick,Pod Development,23084,22841,44.22
33.1,66.4,35.7,2.1,Bitter Gourd,Fruiting,11083,4996,66.14
33.4,50.7,42.3,0.0,Banana,Maturity,64620,40429,38.82
26.4,65.9,46.6,11.2,Cauliflower,Curd Initiation,13338,7887,46.95
30.1,72.5,65.0,49.6,Chilli,Vegetative,3600,2615,74.06
27.4,72.5,65.0,77.2,Tapioca,Maturity,21338,13080,21.27
37.0,81.5,45.7,27.8,Drumstick,Pod Development,11409,8094,63.09
30.9,78.3,52.6,7.3,Tapioca,Root Initiation,18890,19893,24.64
34.7,62.3,34.3,4.3,Coriander,Flowering,1380,781,138.51
33.3,58.8,38.9,5.7,Potato,Tuber Initiation,7484,5302,34.97
34.0,77.8,41.7,9.5,Tomato,Seedling,11601,4026,42.89
32.7,85.7,32.0,10.3,Coriander,Leaf Expansion,1572,1249,84.77
29.8,76.3,58.9,14.3,Onion,Bulb Development,5518,3206,32.75
32.9,55.0,40.4,19.2,Drumstick,Harvest,18285,15290,44.31
29.9,63.8,49.5,0.0,Drumstick,Flowering,8842,8124,42.21
26.0,77.7,49.5,19.4,Banana,Bunch Development,59391,27275,48.36
32.1,59.5,46.9,22.2,Tomato,Maturity,17474,11875,41.12
32.4,79.0,60.1,3.3,Coriander,Leaf Expansion,1050,639,164.58
32.8,80.8,50.6,16.7,Onion,Bulb Enlargement,9472,7444,34.36
33.6,76.3,45.7,6.1,Onion,Nursery,5400,4775,45.27
33.8,52.5,48.2,11.9,Tapioca,Maturity,18939,9247,21.07
26.3,81.5,35.0,1.7,Onion,Nursery,5400,2397,40.63
32.9,58.5,37.9,13.9,Drumstick,Pod Development,22788,14275,58.81
31.3,56.6,30.6,0.0,Pumpkin,Maturity,32639,16160,28.73
32.2,59.1,35.5,1.5,Chilli,Flowering,6486,6567,47.4
30.0,83.7,61.1,23.1,Cauliflower,Seedling,8400,3275,60.97
29.7,85.3,51.7,25.5,Potato,Maturity,7316,2923,40.08
32.7,78.8,44.8,40.1,Onion,Nursery,5400,3390,43.6
36.4,73.4,47.6,24.8,Bitter Gourd,Flowering,9149,4110,53.62
33.5,80.6,50.5,12.2,Pumpkin,Vegetative,9803,6907,29.49
33.4,68.7,35.1,12.1,Brinjal,Seedling,12611,7206,55.48
31.4,79.1,59.8,29.0,Bitter Gourd,Vegetative,7200,5704,45.19
29.4,61.2,37.4,21.7,Brinjal,Fruiting,34011,15046,46.92
30.9,82.2,57.8,39.0,Brinjal,Seedling,12600,8010,47.6
32.7,74.9,38.0,10.3,Chilli,Flowering,6098,5487,63.17
33.7,69.1,33.8,19.4,Banana,Maturity,58457,73707,20.0
33.5,67.8,53.6,1.9,Chilli,Flowering,3600,2201,83.11
32.9,62.4,37.4,12.6,Drumstick,Vegetative,9566,8157,50.92
25.8,69.4,34.4,24.7,Brinjal,Seedling,16984,13810,41.65
31.4,78.4,58.4,54.9,Tomato,Flowering,15289,9094,45.81
26.9,64.3,40.9,17.2,Onion,Vegetative,7251,6771,39.6
31.1,52.7,47.4,0.0,Onion,Bulb Enlargement,10770,6361,44.01
33.6,65.9,48.3,23.9,Brinjal,Harvest,20336,14079,47.94
30.5,70.8,49.2,28.6,Coriander,Flowering,1511,1887,134.3
29.4,70.2,40.8,7.1,Bitter Gourd,Vegetative,8429,6790,56.09
32.3,70.4,50.9,14.7,Banana,Flowering,40552,14548,44.83
30.4,67.0,27.6,0.0,Onion,Bulb Enlargement,18132,11536,54.52
29.3,70.1,41.6,22.1,Onion,Nursery,5400,5367,33.62
36.6,74.5,32.8,20.2,Bitter Gourd,Vegetative,7200,3754,54.65
32.6,75.1,45.5,5.1,Cauliflower,Vegetative,10506,7305,40.49
36.5,77.9,61.2,1.6,Pumpkin,Vegetative,9604,4935,26.54
28.1,72.9,60.3,37.1,Drumstick,Vegetative,8400,10053,46.33
26.2,73.3,49.9,0.0,Chilli,Harvest,4361,2772,75.8
30.8,67.1,55.8,0.0,Tomato,Seedling,11400,5835,51.68
29.9,51.0,28.6,10.2,Pumpkin,Vegetative,17735,9457,26.24
27.6,56.8,40.4,11.8,Tomato,Vegetative,13791,10825,39.46
32.2,62.5,34.7,9.6,Drumstick,Vegetative,12733,10197,50.94
30.4,59.5,59.7,0.0,Potato,Maturity,11124,9011,31.71
31.8,75.1,39.4,13.2,Drumstick,Flowering,12358,3184,69.45
35.5,79.7,39.2,25.2,Cauliflower,Seedling,8400,6699,46.67
32.7,79.5,54.6,16.5,Chilli,Fruiting,5373,4694,56.52
33.3,62.4,37.4,6.6,Tapioca,Vegetative,13619,14335,14.33
29.0,66.9,35.8,0.0,Onion,Nursery,5400,1602,44.42
32.1,73.0,33.8,25.4,Potato,Vegetative,7308,2689,38.12
30.3,74.2,47.2,12.7,Drumstick,Pod Development,20787,18603,36.72
29.9,65.5,47.2,6.5,Potato,Tuber Bulking,8791,4284,27.57
30.8,63.9,25.2,17.8,Banana,Maturity,52231,42833,31.79
33.2,80.1,52.8,15.1,Drumstick,Flowering,8400,4784,70.86
30.3,77.7,39.1,24.1,Tapioca,Tuber Bulking,29355,15386,22.02
30.3,66.4,40.1,0.0,Banana,Flowering,61598,25334,32.43
35.5,77.0,39.7,19.4,Bitter Gourd,Harvest,7200,7649,43.46
33.7,77.4,51.5,30.9,Chilli,Fruiting,5907,4415,57.58
32.7,67.8,33.8,36.2,Tapioca,Root Initiation,18283,27361,14.9
32.6,63.6,32.8,15.1,Drumstick,Harvest,24653,8356,65.86
35.8,63.0,32.2,19.1,Banana,Flowering,35363,17856,42.93
30.0,69.2,38.9,12.0,Drumstick,Pod Development,24280,15353,70.27
33.0,72.3,45.0,26.0,Banana,Vegetative,38822,16102,33.29
30.9,65.9,59.5,9.2,Onion,Vegetative,7158,7523,30.73
33.6,62.8,30.6,13.5,Cauliflower,Vegetative,8400,8972,34.63
32.9,75.8,63.6,22.0,Drumstick,Harvest,19333,11217,48.78
29.4,69.9,44.7,28.3,Tomato,Fruiting,15489,12835,30.1
33.7,80.6,45.2,0.0,Bitter Gourd,Vegetative,7200,3411,52.53
32.8,68.2,49.7,0.0,Tomato,Fruiting,25049,16559,38.51
31.8,55.2,31.4,12.4,Banana,Maturity,58392,65128,26.41
32.5,50.7,37.6,5.0,Potato,Vegetative,7488,5572,33.4
35.3,75.6,30.5,12.6,Banana,Bunch Development,46293,29672,33.67
31.4,64.1,51.3,21.1,Cauliflower,Curd Initiation,9727,6342,47.14
33.0,58.6,52.3,30.8,Pumpkin,Maturity,25041,17504,18.2
32.7,79.3,38.1,23.8,Banana,Maturity,57771,36390,51.37
